title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.6 - 23 km wnw of talcahuano, chile",6.6,2010-05-03 11:47:00,7,7,unknown,0,736,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,"talcahuano, chile",chile
"m 6.5 - 48 km nw of sola, vanuatu",6.5,2010-04-03 14:02:00,0,4,unknown,0,650,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,"sola, vanuatu",vanuatu
"m 7.4 - 124 km w of lebu, chile",7.4,2010-02-27 08:01:00,0,5,unknown,0,842,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,"lebu, chile",unknown
"m 8.8 - 36 km wnw of quirihue, chile",8.8,2010-02-27 06:34:00,8,8,unknown,0,1991,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,"quirihue, chile",chile
"m 7.0 - 70 km se of katsuren-haebaru, japan",7.0,2010-02-26 20:31:00,6,6,unknown,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,"katsuren-haebaru, japan",unknown
"m 7.0 - 10 km se of léogâne, haiti",7.0,2010-12-01 21:53:00,9,9,unknown,0,1623,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,"léogâne, haiti",haiti
"m 6.5 - 37 km wnw of ferndale, california",6.5,2010-10-01 00:27:00,7,7,unknown,0,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,"ferndale, california",unknown
"m 6.8 - 127 km se of gizo, solomon islands",6.8,2010-05-01 12:15:00,3,6,unknown,0,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,"gizo, solomon islands",unknown
"m 7.1 - 94 km se of gizo, solomon islands",7.1,2010-03-01 22:36:00,5,7,unknown,0,780,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,"gizo, solomon islands",solomon islands
"m 6.6 - 98 km se of gizo, solomon islands",6.6,2010-03-01 21:48:00,5,7,unknown,0,672,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,"gizo, solomon islands",solomon islands
"m 6.5 - 92 km n of iquique, chile",6.5,2009-11-13 03:05:00,6,7,unknown,0,698,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,"iquique, chile",chile
"m 7.3 - 77 km ene of ba, fiji",7.3,2009-09-11 10:44:00,0,4,unknown,0,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,"ba, fiji",fiji
"m 6.6 - 29 km nnw of bima, indonesia",6.6,2009-08-11 19:41:00,7,6,unknown,0,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,"bima, indonesia",indonesia
"m 6.8 - 98 km nne of naze, japan",6.8,2009-10-30 07:03:00,0,6,unknown,0,711,us,424,0.0,21.4,mwc,34.0,29.218,129.782,"naze, japan",unknown
"m 6.9 - 268 km wsw of tual, indonesia",6.9,2009-10-24 14:40:00,4,6,unknown,0,972,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,"tual, indonesia",indonesia
"m 6.8 - 188 km wnw of sola, vanuatu",6.8,2009-08-10 08:28:00,0,5,unknown,0,711,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,"sola, vanuatu",unknown
"m 7.4 - 143 km nw of sola, vanuatu",7.4,2009-07-10 23:13:00,0,7,unknown,0,842,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,"sola, vanuatu",vanuatu
"m 7.8 - 196 km nw of sola, vanuatu",7.8,2009-07-10 22:18:00,0,6,unknown,0,936,us,195,0.0,20.3,mwc,35.0,-12.517,166.382,"sola, vanuatu",unknown
"m 7.7 - 148 km nw of sola, vanuatu",7.7,2009-07-10 22:03:00,4,7,unknown,0,916,us,283,0.0,23.2,mww,45.0,-13.006,166.51,"sola, vanuatu",vanuatu
"m 6.6 - 49 km sse of sungai penuh, indonesia",6.6,2009-01-10 01:52:00,7,7,unknown,0,787,us,417,0.0,30.1,mwc,9.0,-2.482,101.524,"sungai penuh, indonesia",indonesia
"m 7.6 - 30 km wsw of pariaman, indonesia",7.6,2009-09-30 10:16:00,8,8,unknown,0,1639,us,498,0.0,14.0,mwc,81.0,-0.72,99.867,"pariaman, indonesia",indonesia
"m 8.1 - 168 km ssw of matavai, samoa",8.1,2009-09-29 17:48:00,7,6,unknown,0,1055,us,520,0.0,20.8,mwc,18.0,-15.489,-172.095,"matavai, samoa",unknown
"m 7.0 - 66 km ssw of banjar, indonesia",7.0,2009-02-09 07:55:00,7,7,unknown,0,1175,us,312,0.0,16.3,mwc,46.0,-7.782,107.297,"banjar, indonesia",indonesia
"m 6.7 - 112 km wsw of padang, indonesia",6.7,2009-08-16 07:38:00,5,6,unknown,0,753,us,369,0.0,14.9,mwc,20.0,-1.479,99.49,"padang, indonesia",indonesia
"m 6.6 - 244 km sse of tateyama, japan",6.6,2009-12-08 22:48:00,4,5,unknown,0,703,us,336,0.0,14.1,mwc,53.0,32.821,140.395,"tateyama, japan",unknown
"m 7.5 - 266 km n of bamboo flat, india",7.5,2009-10-08 19:55:00,7,6,unknown,0,1248,us,303,0.0,18.2,mwc,24.0,14.099,92.902,"bamboo flat, india",unknown
"m 7.1 - 161 km s of ?yama, japan",7.1,2009-09-08 10:55:00,5,4,unknown,0,1005,us,447,0.0,14.2,mwc,292.0,33.167,137.944,"?yama, japan",unknown
"m 6.9 - 96 km wnw of bahía de kino, mexico",6.9,2009-03-08 17:59:00,5,7,unknown,0,1202,us,243,0.0,35.0,mwc,10.0,29.039,-112.903,"bahía de kino, mexico",mexico
"m 7.8 - 97 km wsw of te anau, new zealand",7.8,2009-07-15 09:22:00,6,8,unknown,0,1165,us,434,0.0,16.8,mwc,12.0,-45.762,166.562,"te anau, new zealand",new zealand
"m 6.7 - 190 km ese of kokopo, papua new guinea",6.7,2009-06-23 14:19:00,5,5,unknown,0,693,us,269,0.0,13.8,mwc,64.0,-5.157,153.782,"kokopo, papua new guinea",papua new guinea
"m 7.3 - 46 km nw of guanaja, honduras",7.3,2009-05-28 08:24:00,7,8,unknown,0,1560,us,464,0.0,27.2,mwc,19.0,16.731,-86.217,"guanaja, honduras",unknown
"m 7.6 - 191 km s of ‘ohonua, tonga",7.6,2009-03-19 18:17:00,7,5,unknown,0,916,us,504,0.0,14.0,mwc,31.0,-23.043,-174.66,"‘ohonua, tonga",unknown
"m 7.2 - 196 km sse of sarangani, philippines",7.2,2009-11-02 17:34:00,3,7,unknown,0,802,us,432,0.0,18.6,mwc,20.0,3.886,126.387,"sarangani, philippines",indonesia
"m 7.4 - 86 km wnw of manokwari, indonesia",7.4,2009-03-01 22:33:00,7,7,unknown,0,846,us,314,0.0,21.1,mwc,23.0,-0.691,133.305,"manokwari, indonesia",indonesia
"m 6.6 - 50 km s of jurm, afghanistan",6.6,2009-03-01 20:23:00,5,4,unknown,0,765,us,344,0.0,22.6,mwc,204.8,36.419,70.743,"jurm, afghanistan",afghanistan
"m 7.7 - 140 km wnw of manokwari, indonesia",7.7,2009-03-01 19:43:00,5,7,unknown,0,918,us,288,0.0,29.8,mwc,17.0,-0.414,132.885,"manokwari, indonesia",indonesia
"m 7.4 - 135 km nw of gorontalo, indonesia",7.4,2008-11-16 17:02:00,9,7,unknown,0,848,us,365,0.0,33.7,mww,30.0,1.271,122.091,"gorontalo, indonesia",indonesia
"m 6.7 - 19 km sw of brisas barra de suchiate, mexico",6.7,2008-10-16 19:41:00,5,6,unknown,0,731,us,481,0.0,28.6,mwc,24.0,14.423,-92.364,"brisas barra de suchiate, mexico",mexico
"m 6.7 - 131 km se of nookat, kyrgyzstan",6.7,2008-05-10 15:52:00,0,6,unknown,0,691,us,529,0.0,22.3,mwc,27.4,39.533,73.824,"nookat, kyrgyzstan",kyrgyzstan
"m 6.8 - 122 km sse of obihiro, japan",6.8,2008-11-09 00:20:00,0,6,unknown,0,711,us,500,0.0,22.2,mwc,25.0,41.892,143.754,"obihiro, japan",unknown
"m 6.6 - 73 km wnw of tobelo, indonesia",6.6,2008-11-09 00:00:00,0,6,unknown,0,670,us,463,0.0,14.1,mwc,96.0,1.885,127.363,"tobelo, indonesia",indonesia
"m 6.9 - 75 km wnw of sola, vanuatu",6.9,2008-08-09 18:52:00,0,6,unknown,0,732,us,531,0.0,14.9,mwc,110.0,-13.501,166.967,"sola, vanuatu",vanuatu
"m 6.7 - 221 km ne of jumla, nepal",6.7,2008-08-25 13:21:00,4,7,unknown,0,692,us,325,0.0,28.0,mwc,12.0,30.901,83.52,"jumla, nepal",people's republic of china
"m 6.8 - 29 km ene of morioka, japan",6.8,2008-07-23 15:26:00,8,7,unknown,0,1046,us,633,0.0,20.2,mwc,108.0,39.802,141.464,"morioka, japan",japan
"m 7.0 - 107 km e of namie, japan",7.0,2008-07-19 02:39:00,5,5,unknown,0,840,us,577,0.0,18.2,mwc,22.0,37.552,142.214,"namie, japan",unknown
"m 6.9 - 151 km e of namie, japan",6.9,2008-07-19 02:39:00,5,5,unknown,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.714,"namie, japan",unknown
"m 6.6 - 124 km sw of bamboo flat, india",6.6,2008-06-27 11:40:00,4,5,unknown,0,680,us,630,0.0,18.4,mwc,17.0,11.005,91.824,"bamboo flat, india",unknown
"m 6.9 - 24 km wsw of mizusawa, japan",6.9,2008-06-13 23:43:00,7,8,unknown,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.881,"mizusawa, japan",japan
"m 7.9 - 58 km w of tianpeng, china",7.9,2008-12-05 06:28:00,9,9,unknown,0,1870,us,774,0.0,11.3,mwc,19.0,31.002,103.322,"tianpeng, china",people's republic of china
"m 6.9 - 78 km ne of hasaki, japan",6.9,2008-07-05 16:45:00,5,5,unknown,0,910,us,519,0.0,21.1,mwc,27.0,36.164,141.526,"hasaki, japan",unknown
"m 7.3 - 71 km sw of isangel, vanuatu",7.3,2008-09-04 12:46:00,0,6,unknown,0,820,us,486,0.0,13.4,mwc,33.0,-20.071,168.892,"isangel, vanuatu",unknown
"m 7.2 - 226 km se of hotan, china",7.2,2008-03-20 22:32:00,0,7,unknown,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.467,"hotan, china",people's republic of china
m 6.9 - philippine islands region,6.9,2008-03-03 14:11:00,4,5,unknown,0,740,us,544,0.0,25.9,mwc,24.0,13.351,125.63,philippine islands region,unknown
"m 6.7 - 155 km ssw of padang, indonesia",6.7,2008-02-25 21:02:00,5,6,unknown,0,696,us,543,0.0,15.1,mwc,25.0,-2.245,99.808,"padang, indonesia",indonesia
"m 6.6 - 161 km ssw of padang, indonesia",6.6,2008-02-25 18:06:00,4,6,unknown,0,674,us,421,0.0,17.7,mwc,25.0,-2.332,99.891,"padang, indonesia",indonesia
"m 7.2 - 164 km wsw of sungai penuh, indonesia",7.2,2008-02-25 08:36:00,4,7,unknown,0,832,us,505,0.0,18.4,mwc,25.0,-2.486,99.972,"sungai penuh, indonesia",indonesia
"m 6.5 - 166 km wsw of sungai penuh, indonesia",6.5,2008-02-24 14:46:00,4,6,unknown,0,654,us,429,0.0,28.3,mwc,22.0,-2.405,99.931,"sungai penuh, indonesia",indonesia
"m 7.4 - 56 km nw of sinabang, indonesia",7.4,2008-02-20 08:08:00,5,7,unknown,0,914,us,607,0.0,16.4,mwc,26.0,2.768,95.964,"sinabang, indonesia",indonesia
"m 6.5 - 50 km s of koróni, greece",6.5,2008-02-14 12:08:00,8,5,unknown,0,692,us,650,0.0,30.7,mwc,28.0,36.345,21.863,"koróni, greece",unknown
"m 6.9 - 35 km s of methóni, greece",6.9,2008-02-14 10:09:00,6,6,unknown,0,941,us,645,0.0,30.6,mwc,29.0,36.501,21.67,"methóni, greece",unknown
"m 6.5 - 9 km ssw of general pascual fentes, mexico",6.5,2008-12-02 12:50:00,7,6,unknown,0,723,us,521,0.0,27.6,mwc,83.0,16.357,-94.304,"general pascual fentes, mexico",mexico
"m 6.6 - 46 km sse of gisborne, new zealand",6.6,2007-12-20 07:55:00,7,6,unknown,0,808,us,461,0.0,18.8,mwc,20.0,-39.011,178.291,"gisborne, new zealand",unknown
"m 6.7 - 80 km nne of antofagasta, chile",6.7,2007-12-16 08:09:00,5,7,unknown,0,704,us,481,0.0,30.3,mwb,45.0,-22.954,-70.182,ant,chile
"m 7.4 - 18 km wnw of basse-pointe, martinique",7.4,2007-11-29 19:00:00,7,7,unknown,0,1542,us,663,0.0,13.4,mwb,156.0,14.944,-61.274,"basse-pointe, martinique",martinique
"m 6.6 - 60 km sse of kirakira, solomon islands",6.6,2007-11-27 11:49:00,3,6,unknown,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.149,"kirakira, solomon islands",solomon islands
"m 6.5 - 34 km n of dompu, indonesia",6.5,2007-11-25 19:53:00,5,7,unknown,0,653,us,272,0.0,27.6,mwc,18.0,-8.224,118.467,"dompu, indonesia",indonesia
"m 6.5 - 28 km nnw of dompu, indonesia",6.5,2007-11-25 16:02:00,7,7,unknown,0,657,us,353,0.0,27.5,mwc,20.0,-8.292,118.37,"dompu, indonesia",indonesia
"m 6.8 - 107 km n of lae, papua new guinea",6.8,2007-11-22 08:48:00,6,6,unknown,0,722,us,341,0.0,15.9,mwc,53.0,-5.757,147.098,"lae, papua new guinea",papua new guinea
"m 6.8 - 30 km e of macas, ecuador",6.8,2007-11-16 03:13:00,7,6,unknown,0,790,us,649,0.0,27.0,mwc,122.9,-2.312,-77.838,"macas, ecuador",ecuador
"m 6.8 - 82 km nne of antofagasta, chile",6.8,2007-11-15 15:05:00,6,7,unknown,0,716,us,285,0.0,40.1,mwc,26.0,-22.925,-70.237,ant,chile
"m 7.7 - 36 km ese of tocopilla, chile",7.7,2007-11-14 15:40:00,8,7,unknown,0,995,us,610,0.0,22.4,mwc,40.0,-22.247,-69.89,"tocopilla, chile",chile
"m 6.8 - 138 km w of bengkulu, indonesia",6.8,2007-10-24 21:02:00,3,5,unknown,0,713,us,494,0.0,23.9,mwc,21.0,-3.899,101.02,"bengkulu, indonesia",indonesia
"m 6.8 - 70 km n of te anau, new zealand",6.8,2007-10-15 12:29:00,4,7,unknown,0,744,us,338,0.0,19.0,mwc,18.0,-44.796,167.553,"te anau, new zealand",new zealand
"m 6.8 - 154 km ese of kokopo, papua new guinea",6.8,2007-09-26 12:36:00,4,5,unknown,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,"kokopo, papua new guinea",papua new guinea
"m 6.7 - 118 km ssw of padang, indonesia",6.7,2007-09-20 08:31:00,3,5,unknown,0,696,us,503,0.0,26.9,mwc,30.0,-1.999,100.141,"padang, indonesia",indonesia
"m 7.0 - 153 km ssw of padang, indonesia",7.0,2007-09-13 03:35:00,4,7,unknown,0,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.627,"padang, indonesia",indonesia
"m 6.5 - kepulauan mentawai region, indonesia",6.5,2007-09-13 02:30:00,0,5,unknown,0,650,us,409,0.0,26.2,mwc,28.9,-1.689,99.668,"kepulauan mentawai region, indonesia",indonesia
"m 7.9 - 87 km sw of sungai penuh, indonesia",7.9,2007-12-09 23:49:00,8,7,unknown,0,1133,us,446,0.0,29.1,mwc,35.0,-2.625,100.841,"sungai penuh, indonesia",indonesia
"m 7.8 - 148 km wsw of sungai penuh, indonesia",7.8,2007-12-09 23:49:00,7,8,unknown,0,1152,duputel,0,0.0,0.0,mww,40.5,-2.52,100.139,"sungai penuh, indonesia",indonesia
"m 8.4 - 122 km sw of bengkulu, indonesia",8.4,2007-12-09 11:10:00,0,6,unknown,0,1086,official,411,0.0,32.3,mww,34.0,-4.438,101.367,"bengkulu, indonesia",indonesia
"m 6.8 - 39 km wnw of timbiquí, colombia",6.8,2007-10-09 01:49:00,5,6,unknown,0,747,us,653,0.0,17.6,mwc,15.0,2.966,-77.963,"timbiquí, colombia",colombia
"m 7.2 - 97 km s of lata, solomon islands",7.2,2007-02-09 01:05:00,0,5,unknown,0,798,us,312,0.0,21.3,mwc,35.0,-11.61,165.762,"lata, solomon islands",unknown
"m 6.5 - 31 km wsw of malango, solomon islands",6.5,2007-08-16 08:39:00,5,6,unknown,0,675,us,382,0.0,12.8,mwc,15.0,-9.834,159.465,"malango, solomon islands",unknown
"m 8.0 - 41 km sw of san vicente de cañete, peru",8.0,2007-08-15 23:40:00,9,8,unknown,0,1385,us,625,0.0,25.7,mwc,39.0,-13.386,-76.603,"san vicente de cañete, peru",peru
"m 7.5 - 35 km nne of rengasdengklok, indonesia",7.5,2007-08-08 17:05:00,0,5,unknown,0,865,us,228,0.0,30.7,mwc,280.0,-5.859,107.419,"rengasdengklok, indonesia",indonesia
"m 7.2 - 56 km e of luganville, vanuatu",7.2,2007-01-08 17:08:00,7,7,unknown,0,803,us,494,0.0,20.4,mwb,120.0,-15.595,167.68,"luganville, vanuatu",vanuatu
"m 6.9 - 140 km nnw of tobelo, indonesia",6.9,2007-07-26 05:40:00,3,5,unknown,0,734,us,374,0.0,24.1,mwb,25.0,2.872,127.464,"tobelo, indonesia",indonesia
"m 6.8 - 133 km wnw of mikuni, japan",6.8,2007-07-16 14:17:00,5,4,unknown,0,779,us,664,0.0,18.2,mwb,350.4,36.808,134.85,"mikuni, japan",unknown
"m 6.6 - 20 km nnw of kashiwazaki, japan",6.6,2007-07-16 01:13:00,8,8,unknown,0,831,us,782,0.0,16.7,mwc,12.0,37.535,138.446,"kashiwazaki, japan",japan
"m 6.7 - 43 km sse of iztapa, guatemala",6.7,2007-06-13 19:29:00,6,6,unknown,0,972,us,468,0.0,37.7,mwc,23.0,13.554,-90.618,"iztapa, guatemala",unknown
"m 6.9 - 113 km sse of panguna, papua new guinea",6.9,2007-01-04 21:11:00,0,7,unknown,0,732,us,305,0.0,15.3,mwc,10.0,-7.306,155.741,"panguna, papua new guinea",solomon islands
"m 6.6 - 99 km sse of panguna, papua new guinea",6.6,2007-01-04 20:47:00,0,7,unknown,0,670,us,251,0.0,16.0,mb,10.0,-7.169,155.777,"panguna, papua new guinea",solomon islands
"m 8.1 - 45 km sse of gizo, solomon islands",8.1,2007-01-04 20:39:00,9,8,unknown,0,1025,us,439,0.0,14.7,mwc,24.0,-8.466,157.043,"gizo, solomon islands",solomon islands
"m 6.7 - 46 km nw of nanao, japan",6.7,2007-03-25 00:41:00,7,8,unknown,0,782,us,493,0.0,23.9,mwc,8.0,37.336,136.588,"nanao, japan",japan
"m 7.1 - 119 km s of isangel, vanuatu",7.1,2007-03-25 00:40:00,3,6,unknown,0,779,us,426,0.0,25.3,mwb,34.0,-20.617,169.357,"isangel, vanuatu",unknown
"m 6.7 - 206 km ssw of sofifi, indonesia",6.7,2007-02-20 08:04:00,0,6,unknown,0,691,us,253,0.0,40.3,mwc,12.0,-1.034,126.976,s,indonesia
"m 7.5 - 126 km wnw of ternate, indonesia",7.5,2007-01-21 11:27:00,6,5,unknown,0,874,us,570,0.0,21.6,mwc,22.0,1.065,126.282,"ternate, indonesia",indonesia
m 8.1 - east of the kuril islands,8.1,2007-01-13 04:23:00,4,5,unknown,0,1034,us,606,0.0,14.0,mwc,10.0,46.243,154.524,the kuril islands,unknown
"m 6.9 - 26 km w of hengchun, taiwan",6.9,2006-12-26 12:34:00,6,7,unknown,0,798,us,466,0.0,31.6,mwc,10.0,21.974,120.493,"hengchun, taiwan",taiwan
"m 7.1 - 30 km sw of hengchun, taiwan",7.1,2006-12-26 12:26:00,8,7,unknown,0,1023,us,744,0.0,29.1,mwb,10.0,21.799,120.547,"hengchun, taiwan",taiwan
m 8.3 - kuril islands,8.3,2006-11-15 11:14:00,4,7,unknown,0,1064,us,576,0.0,20.9,mwc,10.0,46.592,153.266,kuril islands,unknown
"m 6.6 - 155 km se of kimbe, papua new guinea",6.6,2006-07-11 17:38:00,0,6,unknown,0,670,us,352,0.0,18.6,mwc,11.0,-6.482,151.195,"kimbe, papua new guinea",unknown
"m 6.7 - 52 km sw of san vicente de cañete, peru",6.7,2006-10-20 10:48:00,5,6,unknown,0,732,us,444,0.0,53.4,mwc,23.0,-13.457,-76.677,"san vicente de cañete, peru",peru
"m 6.7 - 100 km ese of kimbe, papua new guinea",6.7,2006-10-17 01:25:00,5,6,unknown,0,692,us,533,0.0,15.6,mwc,32.0,-5.881,150.982,"kimbe, papua new guinea",papua new guinea
"m 6.7 - 14 km sw of puako, hawaii",6.7,2006-10-15 17:07:00,8,9,unknown,0,1481,hv,43,0.0,124.0,md,38.182,19.877,-155.935,"puako, hawaii",united states of america
"m 6.9 - 201 km ese of hihifo, tonga",6.9,2006-09-28 06:22:00,3,3,unknown,0,737,us,702,0.0,20.9,mwc,28.0,-16.592,-172.033,"hihifo, tonga",unknown
"m 6.8 - 49 km s of panguna, papua new guinea",6.8,2006-01-09 10:18:00,0,6,unknown,0,711,us,459,0.0,28.4,mwb,38.0,-6.759,155.512,"panguna, papua new guinea",papua new guinea
"m 6.5 - 81 km ese of ozernovskiy, russia",6.5,2006-08-24 21:50:00,0,6,unknown,0,650,us,700,0.0,47.4,mwb,43.0,51.148,157.522,"ozernovskiy, russia",russia
"m 6.8 - 51 km ne of norsup, vanuatu",6.8,2006-07-08 22:18:00,5,5,unknown,0,713,us,551,0.0,26.2,mwb,150.0,-15.798,167.789,"norsup, vanuatu",vanuatu
"m 7.7 - 226 km ssw of singaparna, indonesia",7.7,2006-07-17 08:19:00,7,5,unknown,0,947,us,357,0.0,36.8,mwc,20.0,-9.284,107.419,"singaparna, indonesia",unknown
"m 6.5 - 111 km e of kimbe, papua new guinea",6.5,2006-05-28 03:12:00,0,6,unknown,0,650,us,477,0.0,20.3,mwc,34.0,-5.724,151.133,"kimbe, papua new guinea",papua new guinea
"m 6.6 - 42 km nnw of tilichiki, russia",6.6,2006-05-22 11:12:00,0,7,unknown,0,670,us,548,0.0,28.0,mwc,19.0,60.772,165.743,"tilichiki, russia",russia
"m 6.8 - 256 km ssw of singkil, indonesia",6.8,2006-05-16 15:28:00,4,5,unknown,0,719,us,701,0.0,16.3,mwb,12.0,0.093,97.05,"singkil, indonesia",unknown
"m 8.0 - 47 km sse of pangai, tonga",8.0,2006-03-05 15:26:00,7,7,unknown,0,1013,us,626,0.0,20.7,mwc,55.0,-20.187,-174.123,"pangai, tonga",unknown
"m 8.0 - 50 km ese of pangai, tonga",8.0,2006-03-05 15:26:00,8,9,unknown,0,1026,duputel,0,0.0,0.0,mww,60.5,-19.99,-173.907,"pangai, tonga",unknown
"m 6.5 - 73 km wnw of copiapó, chile",6.5,2006-04-30 21:40:00,7,7,unknown,0,653,us,282,0.0,46.3,mwc,12.0,-27.211,-71.056,"copiapó, chile",chile
"m 6.7 - 78 km wnw of copiapó, chile",6.7,2006-04-30 19:17:00,6,7,unknown,0,696,us,277,0.0,25.6,mwb,12.0,-27.017,-71.022,"copiapó, chile",chile
"m 6.6 - 80 km e of tilichiki, russia",6.6,2006-04-29 16:58:00,0,8,unknown,0,670,us,645,0.0,28.4,mwc,11.0,60.491,167.516,"tilichiki, russia",russia
"m 7.6 - 80 km ne of tilichiki, russia",7.6,2006-04-20 23:25:00,0,8,unknown,0,889,us,579,0.0,18.5,mwc,22.0,60.949,167.089,"tilichiki, russia",russia
"m 6.5 - 130 km nnw of lautoka, fiji",6.5,2006-07-04 08:30:00,3,5,unknown,0,654,us,247,0.0,25.5,mwc,14.0,-16.527,176.989,"lautoka, fiji",unknown
"m 6.7 - 108 km w of ambon, indonesia",6.7,2006-03-14 06:57:00,0,7,unknown,0,691,us,306,0.0,21.3,mwb,30.1,-3.595,127.214,"ambon, indonesia",indonesia
"m 7.0 - 160 km se of chipinge, zimbabwe",7.0,2006-02-22 22:19:00,5,9,unknown,0,891,us,412,0.0,23.2,mwb,11.0,-21.324,33.583,"chipinge, zimbabwe",mozambique
"m 6.7 - 26 km ne of kýthira, greece",6.7,2006-08-01 11:34:00,7,6,unknown,0,934,us,769,0.0,19.7,mwb,66.0,36.311,23.212,"kýthira, greece",greece
"m 6.6 - 75 km ssw of bahía de kino, mexico",6.6,2006-04-01 08:32:00,7,6,unknown,0,703,us,323,0.0,48.2,mwc,14.0,28.164,-112.117,"bahía de kino, mexico",unknown
"m 6.5 - 53 km sw of ashk?sham, afghanistan",6.5,2005-12-12 21:47:00,6,5,unknown,0,721,us,529,0.0,20.5,mwb,224.6,36.357,71.093,"ashk?sham, afghanistan",afghanistan
"m 6.8 - 76 km ese of kalemie, democratic republic of the congo",6.8,2005-05-12 12:19:00,5,7,unknown,0,744,us,561,0.0,20.0,mwc,22.0,-6.224,29.83,"kalemie, democratic republic",tanzania
"m 6.5 - 80 km ese of ishinomaki, japan",6.5,2005-02-12 13:13:00,4,5,unknown,0,683,us,464,0.0,48.8,mwc,29.0,38.089,142.122,"ishinomaki, japan",unknown
"m 6.5 - 57 km se of sinabang, indonesia",6.5,2005-11-19 14:10:00,3,6,unknown,0,651,us,358,0.0,20.7,mwb,21.0,2.164,96.786,"sinabang, indonesia",indonesia
"m 6.8 - 68 km nne of san pedro de atacama, chile",6.8,2005-11-17 19:26:00,0,6,unknown,0,711,us,509,0.0,30.1,mwb,147.0,-22.361,-67.895,"san pedro de atacama, chile",bolivia
"m 7.6 - 21 km nne of muzaffar?b?d, pakistan",7.6,2005-08-10 03:50:00,9,9,unknown,0,1267,us,724,0.0,21.1,mwc,26.0,34.539,73.588,"muzaffar?b?d, pakistan",pakistan
"m 6.6 - 129 km ssw of kokopo, papua new guinea",6.6,2005-09-29 15:50:00,0,6,unknown,0,670,us,402,0.0,17.7,mwc,25.0,-5.437,151.84,"kokopo, papua new guinea",papua new guinea
"m 7.5 - 39 km nw of yurimaguas, peru",7.5,2005-09-26 01:55:00,8,7,unknown,0,1018,us,696,0.0,26.2,mwb,115.0,-5.678,-76.398,"yurimaguas, peru",peru
"m 7.6 - 135 km e of kokopo, papua new guinea",7.6,2005-09-09 07:26:00,5,7,unknown,0,891,us,502,0.0,20.0,mwc,90.0,-4.539,153.474,"kokopo, papua new guinea",papua new guinea
"m 7.2 - 66 km ese of ishinomaki, japan",7.2,2005-08-16 02:46:00,7,7,unknown,0,1104,us,698,0.0,19.6,mwc,36.0,38.276,142.039,"ishinomaki, japan",unknown
"m 7.2 - nicobar islands, india region",7.2,2005-07-24 15:42:00,4,5,unknown,0,808,us,636,0.0,26.4,mwc,16.0,7.92,92.19,"nicobar islands, india region",unknown
"m 6.7 - 94 km wsw of singkil, indonesia",6.7,2005-05-07 01:52:00,3,6,unknown,0,693,us,398,0.0,22.3,mwc,21.0,1.819,97.082,"singkil, indonesia",indonesia
"m 6.6 - 32 km w of san juan del sur, nicaragua",6.6,2005-02-07 02:16:00,6,5,unknown,0,719,us,446,0.0,21.1,mwc,27.0,11.245,-86.172,"san juan del sur, nicaragua",unknown
"m 7.2 - 153 km w of big lagoon, california",7.2,2005-06-15 02:50:00,5,4,unknown,0,1318,us,420,0.0,31.4,mwc,16.0,41.292,-125.953,"big lagoon, california",unknown
"m 7.8 - 102 km ene of iquique, chile",7.8,2005-06-13 22:44:00,8,7,unknown,0,1020,us,714,0.0,16.1,mwb,115.6,-19.987,-69.197,"iquique, chile",chile
"m 6.9 - 89 km wsw of singkil, indonesia",6.9,2005-05-19 01:54:00,5,7,unknown,0,740,us,635,0.0,26.0,mwc,30.0,1.989,97.041,"singkil, indonesia",indonesia
"m 6.7 - 125 km sw of padangsidempuan, indonesia",6.7,2005-05-14 05:05:00,6,5,unknown,0,731,us,695,0.0,20.9,mwb,34.0,0.587,98.459,"padangsidempuan, indonesia",indonesia
"m 6.5 - 106 km sw of padang, indonesia",6.5,2005-10-04 11:14:00,3,6,unknown,0,657,us,478,0.0,21.2,mwc,30.0,-1.714,99.779,"padang, indonesia",indonesia
